Timestamp,Q1_Employment_Status,Q2_Highest_Education,Q3_Age_Group,Q4_City_Residence,Q5_Monthly_Household_Income_XAF,Q6_Household_Size_Supported,Q7_Bulk_Food_Frequency,Q8_Percentage_Income_To_Food,Q9_Reduced_Food_Quality_Quantity,Q10_Monthly_Food_Spend_XAF_Numeric,Q11_Estimated_5Yr_Food_Bill_Increase,Q12_Most_Dramatic_Increased_Food_Item,Q13_Monthly_Transport_Spend,Q14_Fuel_Prices_Impact_Scale_1_5,Q15_Primary_Transportation_Mode,Q16_Paid_Transport_Trips_Per_Week,Q17_Estimated_5Yr_Transport_Fare_Increase_Percent,Q18_Times_Moved_Due_To_Rent,Q19_Power_Cuts_Extra_Spend,Q20_Percentage_Income_To_Rent,Q21_Monthly_Rent_XAF_Numeric,Q22_Monthly_Utilities_Combined_XAF_Numeric,Q23_Rent_Increased_Last_2_Years,Q24_Skipped_Medical_Treatment_Cost,Q25_Schooling_Cost_Increased_Scale_1_5,Q26_Has_Health_Insurance,Q27_Average_Monthly_Healthcare_Spend_XAF_Numeric,Q28_School_Fees_Per_Child_XAF_Numeric,Q29_Highest_Burden_Expenditure_Category,Q30_Expect_Cost_Of_Living_Increase_5Yrs,Q31_Taken_Measures_To_Cope,Q32_Primary_Contributor_To_Cost_Of_Living,Q33_Year_Noticeable_Impact
2026/05/26 06:02:27 PM,Employed,Vocational,36-45,Bamenda,"Below 50,000",7,Always,more than 60%,No,16158,"More than 30,000",Fish / Meat,"Below 10,000",4,Walking,1,Less than 10%,Never,Never,20-35%,0,13238,Yes,"Yes, more than once",4,Yes,2675,35000,Utilities,No,Reduced spending; Relocated to a cheaper area,Fuel prices,2026
2026/05/26 06:13:45 PM,Unemployed,Postgraduate,18-25,Douala,"100,001-200,000",6,Sometimes,more than 60%,"Yes, both quantity and quality",46725,"More than 30,000",Onions & Tomatoes,"Above 30,000",4,Public bus,4,More than 50%,Never,Never,Less than 20%,32456,24318,Yes,No,3,No,13907,0,Healthcare,Definitely no,Reduced spending,Currency depreciation,2023
2026/05/26 06:20:13 PM,Student,Undergraduate,56 - above,Kribi,"50,000-100,000",2,Always,41-60%,"Yes, only quality",31784,"15001-30,000",Rice,"10,000-20,000",3,Walking,8,More than 50%,Once,Never,20-35%,24731,13368,No,"Yes, more than once",3,No,3354,0,Transportation,Definitely no,Started a small business,Fuel prices,2018
2026/05/26 06:27:26 PM,Self-employed,Undergraduate,56 - above,Bamenda,"200,001-500,000",2,Never,20-40%,"Yes, only quality",147701,"More than 30,000",Fish / Meat,"Below 10,000",4,Public bus,6,26%-50%,Once,Never,36-50%,114539,23113,I own my home,No,4,No,25286,150000,Food,Definitely no,Relocated to a cheaper area; Taking a second job,Fuel prices,Before 2018
2026/05/26 06:34:37 PM,Self-employed,Vocational,46-55,Kribi,"Below 50,000",3,Rarely,more than 60%,"Yes, only quality",18107,"More than 30,000",Bread,"20,001-30,000",5,Walking,3,More than 50%,Once,"Yes, occasionally",20-35%,13428,7983,Yes,"Yes, more than once",3,No,19854,75000,Rent,Definitely yes,Started a small business; Reduced spending; Relocated to a cheaper area,Other,2023
2026/05/26 06:43:58 PM,Student,Vocational,26-35,Maroua,"Above 500,000",7,Rarely,20-40%,"Yes, both quantity and quality",258460,"15001-30,000",Onions & Tomatoes,"10,000-20,000",3,Private car/bike/bicycle,7,26%-50%,Never,Rarely,20-35%,0,14797,I own my home,"Yes, once",5,Yes,19886,35000,Education,Probably yes,Taking a second job; Borrowed money,Fuel prices,2020
2026/05/26 06:50:55 PM,Student,Postgraduate,46-55,Garoua,"200,001-500,000",3,Sometimes,20-40%,"Yes, both quantity and quality",139699,"Less than 5,000",Bread,"20,001-30,000",3,Bike,6,Less than 10%,Once,Never,36-50%,126989,16061,No,"Yes, once",5,No,12583,35000,Education,Uncertain,Taking a second job,Government policies,2025
2026/05/26 06:54:10 PM,Employed,Other,36-45,Douala,"200,001-500,000",5,Always,more than 60%,No,166980,"15001-30,000",Plantains / Cassava,"Above 30,000",4,Private car/bike/bicycle,6,26%-50%,Never,Never,Less than 20%,86035,15996,Yes,"Yes, more than once",3,No,28734,0,Healthcare,Uncertain,Reduced spending,Fuel prices,2026
2026/05/26 06:58:47 PM,Employed,Undergraduate,18-25,Douala,"200,001-500,000",6,Sometimes,20-40%,No,123678,"Less than 5,000",Bread,"20,001-30,000",3,Public bus,6,More than 50%,More than twice,Never,More than 50%,138611,9683,No,"Yes, more than once",3,Yes,32132,150000,Healthcare,Probably no,Taking a second job,Fuel prices,2025
2026/05/26 07:13:08 PM,Student,Other,56 - above,Bamenda,"200,001-500,000",7,Never,more than 60%,"Yes, only quality",124537,"More than 30,000",Plantains / Cassava,"20,001-30,000",3,Public bus,4,10-25%,More than twice,Never,More than 50%,126280,3242,No,No,4,No,10858,0,Healthcare,Probably no,Taking a second job; Borrowed money,Fuel prices,2026
2026/05/26 07:29:03 PM,Unemployed,Other,26-35,Yaounde,"Above 500,000",5,Never,41-60%,No,267188,"5,000-15,000",Rice,"Below 10,000",5,Public bus,0,More than 50%,Never,"Yes, occasionally",36-50%,177719,6675,Yes,"Yes, once",3,Yes,23983,35000,Rent,Definitely yes,Borrowed money; Reduced spending,Fuel prices,2022
2026/05/26 07:42:09 PM,Unemployed,Vocational,36-45,Douala,"200,001-500,000",2,Sometimes,20-40%,"Yes, both quantity and quality",191766,"15001-30,000",Cooking oil,"10,000-20,000",5,Bike,2,26%-50%,More than twice,"Yes, frequently",Less than 20%,0,19875,I own my home,"Yes, once",4,No,29989,35000,Healthcare,Uncertain,Taking a second job; Relocated to a cheaper area,Currency depreciation,2021
2026/05/26 07:51:26 PM,Student,Undergraduate,18-25,Garoua,"100,001-200,000",5,Always,41-60%,"Yes, only quantity",59643,"More than 30,000",Cooking oil,"Above 30,000",3,Private car/bike/bicycle,3,26%-50%,More than twice,Rarely,36-50%,54364,18899,I own my home,No,3,Yes,6650,35000,Utilities,Probably no,Taking a second job; Borrowed money; Reduced spending,Fuel prices,2018
2026/05/26 07:55:31 PM,Self-employed,Vocational,36-45,Kribi,"Above 500,000",3,Always,more than 60%,"Yes, both quantity and quality",271041,"5,000-15,000",Bread,"Above 30,000",4,Walking,10,Less than 10%,Twice,Never,36-50%,199054,3611,No,"Yes, once",4,Yes,20454,300000,Food,Uncertain,Borrowed money,Government policies,2020
2026/05/26 08:01:14 PM,Student,Vocational,56 - above,Bafoussam,"50,000-100,000",8,Always,more than 60%,"Yes, both quantity and quality",23850,"15001-30,000",Cooking oil,"20,001-30,000",3,Walking,7,10-25%,Never,"Yes, occasionally",More than 50%,25965,4658,I own my home,"Yes, more than once",5,Yes,10282,75000,Rent,Definitely no,Taking a second job,Fuel prices,Before 2018
2026/05/26 08:05:22 PM,Unemployed,Undergraduate,56 - above,Douala,"Above 500,000",6,Sometimes,41-60%,"Yes, both quantity and quality",239501,"Less than 5,000",Cooking oil,"20,001-30,000",4,Public bus,5,More than 50%,Never,"Yes, frequently",20-35%,210838,19292,No,"Yes, more than once",4,No,31806,150000,Food,No,Taking a second job; Relocated to a cheaper area; Started a small business,Currency depreciation,2023
2026/05/26 08:13:32 PM,Self-employed,Undergraduate,46-55,Bamenda,"200,001-500,000",8,Sometimes,41-60%,No,123288,"More than 30,000",Rice,"10,000-20,000",5,Walking,7,10-25%,Never,"Yes, frequently",36-50%,0,11449,I own my home,No,5,No,23158,300000,Education,Definitely yes,Reduced spending,Other,2018
2026/05/26 08:19:54 PM,Employed,Postgraduate,26-35,Bafoussam,"200,001-500,000",4,Always,Less than 20%,"Yes, only quality",168062,"Less than 5,000",Bread,"10,000-20,000",3,Bike,0,Less than 10%,Once,Never,20-35%,0,20143,Yes,"Yes, more than once",4,No,3990,35000,Transportation,Definitely no,Taking a second job; Started a small business; Relocated to a cheaper area,Other,2024
2026/05/26 08:23:01 PM,Self-employed,Vocational,46-55,Douala,"Below 50,000",1,Rarely,Less than 20%,"Yes, only quantity",16875,"More than 30,000",Plantains / Cassava,"20,001-30,000",3,Walking,7,26%-50%,More than twice,"Yes, frequently",Less than 20%,0,17719,Yes,No,4,No,22422,35000,Utilities,Definitely no,Borrowed money; Relocated to a cheaper area,Government policies,2022
2026/05/26 08:25:03 PM,Unemployed,Other,26-35,Buea,"Above 500,000",7,Sometimes,20-40%,"Yes, both quantity and quality",352049,"15001-30,000",Bread,"Above 30,000",3,Private car/bike/bicycle,8,26%-50%,Once,"Yes, occasionally",More than 50%,236954,16393,I own my home,"Yes, once",5,No,26407,75000,Healthcare,Definitely yes,Reduced spending; Taking a second job,Government policies,2021
2026/05/26 08:36:30 PM,Unemployed,Other,46-55,Bamenda,"Above 500,000",3,Never,more than 60%,"Yes, only quantity",207976,"5,000-15,000",Rice,"10,000-20,000",4,Private car/bike/bicycle,4,More than 50%,Once,Never,More than 50%,239806,8087,I own my home,"Yes, more than once",3,No,11713,300000,Healthcare,Probably yes,Relocated to a cheaper area,Currency depreciation,2024
2026/05/26 08:41:20 PM,Employed,Vocational,26-35,Kribi,"Above 500,000",2,Always,Less than 20%,No,332601,"5,000-15,000",Plantains / Cassava,"Below 10,000",3,Bike,0,10-25%,Once,"Yes, frequently",36-50%,250696,11862,Yes,"Yes, once",5,No,17047,150000,Rent,Definitely yes,Reduced spending; Relocated to a cheaper area; Taking a second job,Government policies,2018
2026/05/26 08:44:28 PM,Student,Postgraduate,56 - above,Kribi,"Below 50,000",2,Sometimes,41-60%,No,12026,"15001-30,000",Fish / Meat,"10,000-20,000",3,Bike,6,Less than 10%,Never,"Yes, frequently",36-50%,8050,3391,Yes,"Yes, more than once",3,No,31489,75000,Food,Definitely no,Taking a second job; Relocated to a cheaper area,Government policies,Before 2018
2026/05/26 08:55:49 PM,Unemployed,Undergraduate,26-35,Kribi,"200,001-500,000",8,Sometimes,more than 60%,No,189554,"Less than 5,000",Rice,"20,001-30,000",5,Walking,6,Less than 10%,Never,Rarely,More than 50%,0,8230,Yes,No,3,No,7463,300000,Food,Probably no,Reduced spending; Started a small business; Taking a second job,Fuel prices,2021
2026/05/26 08:58:44 PM,Student,Vocational,56 - above,Buea,"Above 500,000",8,Sometimes,41-60%,"Yes, only quantity",267099,"Less than 5,000",Bread,"Above 30,000",3,Bike,5,Less than 10%,Twice,Never,More than 50%,245290,7130,No,"Yes, more than once",4,No,25014,35000,Education,No,Borrowed money; Taking a second job; Relocated to a cheaper area,Government policies,2020
2026/05/26 09:01:59 PM,Self-employed,Postgraduate,46-55,Bamenda,"Below 50,000",4,Always,20-40%,No,14395,"15001-30,000",Rice,"20,001-30,000",3,Walking,7,10-25%,More than twice,Rarely,20-35%,11333,10802,No,"Yes, more than once",5,Yes,15862,35000,Utilities,Uncertain,Relocated to a cheaper area; Reduced spending,Other,2023
2026/05/26 09:12:22 PM,Student,Other,56 - above,Douala,"Below 50,000",8,Sometimes,41-60%,No,14719,"Less than 5,000",Fish / Meat,"Below 10,000",4,Private car/bike/bicycle,4,More than 50%,Twice,"Yes, occasionally",More than 50%,14420,3188,No,"Yes, more than once",3,Yes,34822,150000,Food,Probably no,Started a small business; Taking a second job,Inflation (rising prices),2019
2026/05/26 09:23:08 PM,Self-employed,Vocational,26-35,Bamenda,"200,001-500,000",6,Never,more than 60%,No,112196,"Less than 5,000",Plantains / Cassava,"10,000-20,000",5,Bike,4,26%-50%,Twice,"Yes, frequently",More than 50%,129284,17000,Yes,No,5,Yes,17004,0,Food,Probably yes,Relocated to a cheaper area,Other,2024
2026/05/26 09:38:32 PM,Self-employed,Undergraduate,36-45,Bafoussam,"200,001-500,000",7,Never,20-40%,"Yes, only quantity",110191,"More than 30,000",Onions & Tomatoes,"10,000-20,000",3,Walking,5,26%-50%,More than twice,Never,Less than 20%,71944,18100,I own my home,No,4,No,8003,35000,Utilities,Probably yes,Taking a second job,Inflation (rising prices),2026
2026/05/26 09:49:28 PM,Self-employed,Postgraduate,56 - above,Kribi,"100,001-200,000",2,Always,more than 60%,No,56549,"15001-30,000",Onions & Tomatoes,"20,001-30,000",5,Public bus,6,10-25%,Never,Rarely,20-35%,0,14073,Yes,"Yes, more than once",5,No,4167,0,Healthcare,No,Reduced spending; Relocated to a cheaper area; Started a small business,Fuel prices,2021
2026/05/26 09:50:53 PM,Self-employed,Vocational,18-25,Bafoussam,"50,000-100,000",8,Sometimes,20-40%,"Yes, only quality",31600,"15001-30,000",Rice,"10,000-20,000",5,Private car/bike/bicycle,12,10-25%,Once,"Yes, frequently",Less than 20%,19254,17687,Yes,"Yes, more than once",3,Yes,8676,75000,Education,Uncertain,Taking a second job,Fuel prices,2026
2026/05/26 09:52:02 PM,Student,Postgraduate,46-55,Bafoussam,"Above 500,000",7,Never,20-40%,"Yes, only quantity",348534,"5,000-15,000",Rice,"Below 10,000",5,Bike,5,26%-50%,Never,"Yes, frequently",36-50%,217975,6172,Yes,No,4,No,34623,0,Utilities,Probably no,Reduced spending; Taking a second job,Inflation (rising prices),2025
2026/05/26 10:01:54 PM,Unemployed,Other,56 - above,Bamenda,"200,001-500,000",6,Sometimes,more than 60%,"Yes, both quantity and quality",122049,"5,000-15,000",Onions & Tomatoes,"20,001-30,000",3,Bike,6,More than 50%,More than twice,"Yes, frequently",Less than 20%,0,23367,Yes,"Yes, more than once",3,No,19925,150000,Rent,No,Taking a second job; Started a small business,Fuel prices,Before 2018
2026/05/26 10:08:56 PM,Employed,Undergraduate,36-45,Bamenda,"100,001-200,000",1,Always,Less than 20%,"Yes, both quantity and quality",72277,"Less than 5,000",Plantains / Cassava,"Above 30,000",4,Public bus,2,More than 50%,More than twice,"Yes, occasionally",36-50%,45710,21584,Yes,No,4,No,10340,0,Utilities,Probably yes,Relocated to a cheaper area,Currency depreciation,2026
2026/05/26 10:16:58 PM,Self-employed,Postgraduate,46-55,Kribi,"200,001-500,000",3,Always,20-40%,"Yes, only quality",146943,"5,000-15,000",Bread,"Above 30,000",3,Walking,5,26%-50%,Twice,Rarely,Less than 20%,77135,4568,I own my home,No,3,Yes,22851,35000,Food,Probably no,Taking a second job,Inflation (rising prices),2020
2026/05/26 10:30:25 PM,Unemployed,Vocational,56 - above,Bafoussam,"100,001-200,000",5,Rarely,more than 60%,"Yes, only quality",69817,"5,000-15,000",Rice,"Below 10,000",4,Walking,11,More than 50%,Never,Rarely,36-50%,43621,22721,No,No,4,No,16238,150000,Rent,Definitely no,Taking a second job,Inflation (rising prices),2019
2026/05/26 10:41:13 PM,Unemployed,Undergraduate,26-35,Kribi,"200,001-500,000",3,Never,more than 60%,"Yes, both quantity and quality",142582,"5,000-15,000",Bread,"Above 30,000",4,Bike,3,10-25%,Twice,"Yes, occasionally",Less than 20%,115950,5938,Yes,"Yes, more than once",3,Yes,27156,0,Education,Uncertain,Started a small business; Relocated to a cheaper area,Government policies,2023
2026/05/26 10:48:44 PM,Student,Other,56 - above,Garoua,"Above 500,000",4,Sometimes,41-60%,"Yes, only quantity",316956,"5,000-15,000",Onions & Tomatoes,"10,000-20,000",4,Bike,7,More than 50%,Never,Rarely,More than 50%,157343,17351,Yes,"Yes, once",5,No,30479,75000,Rent,Definitely no,Taking a second job; Relocated to a cheaper area,Government policies,Before 2018
2026/05/26 10:50:03 PM,Student,Other,56 - above,Bamenda,"200,001-500,000",4,Sometimes,41-60%,"Yes, only quality",175078,"Less than 5,000",Bread,"20,001-30,000",5,Private car/bike/bicycle,4,More than 50%,Once,"Yes, occasionally",36-50%,80020,13169,Yes,"Yes, once",5,No,27438,0,Utilities,Definitely no,Borrowed money; Taking a second job,Inflation (rising prices),2023
2026/05/26 10:54:10 PM,Unemployed,Vocational,18-25,Yaounde,"200,001-500,000",6,Always,41-60%,No,133365,"5,000-15,000",Plantains / Cassava,"10,000-20,000",4,Private car/bike/bicycle,3,More than 50%,Once,Never,20-35%,96570,13408,Yes,No,5,No,23579,300000,Utilities,Probably yes,Reduced spending; Relocated to a cheaper area; Borrowed money,Inflation (rising prices),2023
2026/05/26 11:00:54 PM,Self-employed,Undergraduate,46-55,Buea,"200,001-500,000",3,Always,41-60%,"Yes, only quality",188828,"5,000-15,000",Fish / Meat,"Above 30,000",5,Private car/bike/bicycle,2,26%-50%,Once,Never,More than 50%,102665,9183,No,"Yes, more than once",3,Yes,15453,35000,Education,Definitely no,Borrowed money; Reduced spending; Taking a second job,Currency depreciation,2019
2026/05/26 11:15:40 PM,Student,Vocational,18-25,Garoua,"100,001-200,000",3,Rarely,more than 60%,"Yes, both quantity and quality",63944,"15001-30,000",Fish / Meat,"Above 30,000",5,Private car/bike/bicycle,3,More than 50%,Twice,"Yes, occasionally",36-50%,54048,7069,No,"Yes, once",4,Yes,18328,150000,Rent,Uncertain,Borrowed money,Other,2024
2026/05/26 11:17:44 PM,Student,Vocational,18-25,Garoua,"200,001-500,000",1,Rarely,20-40%,No,108469,"Less than 5,000",Rice,"10,000-20,000",3,Public bus,12,More than 50%,More than twice,"Yes, occasionally",More than 50%,135389,5707,Yes,"Yes, more than once",3,Yes,22108,0,Rent,Probably yes,Borrowed money; Reduced spending,Inflation (rising prices),2018
2026/05/26 11:21:56 PM,Student,Other,56 - above,Kribi,"Below 50,000",5,Rarely,Less than 20%,"Yes, both quantity and quality",13445,"More than 30,000",Rice,"10,000-20,000",5,Private car/bike/bicycle,12,10-25%,Never,Never,20-35%,14940,4995,Yes,"Yes, more than once",3,Yes,30344,75000,Rent,Probably no,Taking a second job; Reduced spending,Inflation (rising prices),2022
2026/05/26 11:28:37 PM,Unemployed,Other,26-35,Douala,"100,001-200,000",5,Always,more than 60%,No,64435,"More than 30,000",Rice,"10,000-20,000",3,Public bus,11,Less than 10%,More than twice,Rarely,Less than 20%,58588,11243,No,"Yes, once",4,No,9332,35000,Food,Uncertain,Started a small business; Reduced spending; Relocated to a cheaper area,Government policies,2018
2026/05/26 11:35:01 PM,Employed,Postgraduate,26-35,Bafoussam,"100,001-200,000",7,Rarely,20-40%,"Yes, both quantity and quality",68732,"5,000-15,000",Plantains / Cassava,"Below 10,000",5,Public bus,1,26%-50%,Once,Rarely,36-50%,39685,5967,I own my home,"Yes, more than once",5,No,4811,35000,Rent,Uncertain,Relocated to a cheaper area; Borrowed money,Government policies,2026
2026/05/26 11:50:43 PM,Student,Undergraduate,26-35,Douala,"100,001-200,000",1,Never,more than 60%,"Yes, both quantity and quality",62800,"Less than 5,000",Bread,"10,000-20,000",4,Walking,13,10-25%,Twice,"Yes, occasionally",More than 50%,37638,4570,Yes,"Yes, more than once",3,No,11261,75000,Utilities,No,Started a small business,Other,2024
2026/05/27 12:00:55 AM,Self-employed,Other,46-55,Buea,"50,000-100,000",4,Rarely,more than 60%,"Yes, both quantity and quality",34569,"15001-30,000",Cooking oil,"20,001-30,000",3,Bike,3,More than 50%,More than twice,Rarely,More than 50%,16691,20844,No,No,3,Yes,16112,35000,Utilities,Definitely yes,Borrowed money,Government policies,2025
2026/05/27 12:02:20 AM,Self-employed,Postgraduate,18-25,Yaounde,"100,001-200,000",6,Always,41-60%,"Yes, only quantity",66264,"15001-30,000",Bread,"10,000-20,000",5,Private car/bike/bicycle,10,26%-50%,Once,Never,36-50%,30135,14810,Yes,"Yes, more than once",5,No,11456,150000,Education,Uncertain,Taking a second job,Currency depreciation,2021
2026/05/27 12:08:33 AM,Unemployed,Postgraduate,18-25,Yaounde,"Above 500,000",7,Sometimes,41-60%,"Yes, only quantity",339358,"15001-30,000",Rice,"10,000-20,000",4,Bike,4,26%-50%,Twice,"Yes, occasionally",36-50%,0,14715,Yes,No,4,No,33518,75000,Utilities,Definitely no,Reduced spending,Inflation (rising prices),2018
2026/05/27 12:16:49 AM,Employed,Undergraduate,46-55,Bamenda,"200,001-500,000",7,Always,41-60%,"Yes, only quantity",187773,"Less than 5,000",Fish / Meat,"20,001-30,000",3,Private car/bike/bicycle,9,Less than 10%,Twice,"Yes, occasionally",Less than 20%,0,11484,No,No,4,Yes,14179,75000,Transportation,Probably no,Reduced spending,Fuel prices,2019
2026/05/27 12:29:17 AM,Student,Postgraduate,46-55,Maroua,"50,000-100,000",4,Always,Less than 20%,"Yes, both quantity and quality",34391,"15001-30,000",Plantains / Cassava,"Above 30,000",5,Private car/bike/bicycle,9,26%-50%,Never,Never,Less than 20%,21215,17406,I own my home,"Yes, once",5,No,21543,0,Utilities,Uncertain,Taking a second job,Fuel prices,2020
2026/05/27 12:42:45 AM,Self-employed,Vocational,46-55,Garoua,"100,001-200,000",7,Sometimes,41-60%,"Yes, both quantity and quality",58772,"5,000-15,000",Cooking oil,"10,000-20,000",5,Private car/bike/bicycle,10,10-25%,Never,Never,36-50%,0,9724,I own my home,No,4,No,8536,75000,Healthcare,Uncertain,Relocated to a cheaper area; Borrowed money,Currency depreciation,2022
2026/05/27 12:46:22 AM,Employed,Vocational,26-35,Douala,"50,000-100,000",2,Sometimes,Less than 20%,"Yes, only quantity",35729,"More than 30,000",Bread,"Above 30,000",5,Bike,5,Less than 10%,More than twice,"Yes, frequently",20-35%,21380,7077,Yes,No,4,Yes,23189,300000,Transportation,No,Relocated to a cheaper area; Started a small business,Other,2020
2026/05/27 12:53:10 AM,Self-employed,Undergraduate,56 - above,Buea,"100,001-200,000",4,Never,Less than 20%,"Yes, only quality",55294,"15001-30,000",Rice,"Below 10,000",5,Bike,14,26%-50%,Never,Rarely,Less than 20%,33610,8301,No,"Yes, more than once",4,Yes,10055,300000,Food,Probably no,Started a small business,Other,2024
2026/05/27 12:54:51 AM,Unemployed,Other,56 - above,Kribi,"100,001-200,000",4,Sometimes,41-60%,"Yes, only quality",67782,"5,000-15,000",Plantains / Cassava,"Below 10,000",5,Bike,14,More than 50%,Once,"Yes, frequently",20-35%,44847,18851,No,"Yes, once",5,Yes,25317,300000,Education,Uncertain,Relocated to a cheaper area; Started a small business,Other,2019
2026/05/27 12:57:23 AM,Self-employed,Vocational,56 - above,Bamenda,"100,001-200,000",6,Sometimes,more than 60%,"Yes, only quality",45721,"5,000-15,000",Plantains / Cassava,"Below 10,000",3,Walking,5,More than 50%,Once,"Yes, occasionally",36-50%,51864,12031,No,No,3,No,11382,300000,Healthcare,Definitely yes,Taking a second job; Started a small business,Currency depreciation,2020
