Respondent_ID,Q1_Employment_Status,Q2_Highest_Education,Q3_Age_Group,Q4_City_Residence,Q5_Monthly_Household_Income_XAF,Q6_Household_Size_Supported,Q7_Bulk_Food_Frequency,Q8_Percentage_Income_To_Food,Q9_Reduced_Food_Quality_Quantity,Q10_Monthly_Food_Spend_XAF_Numeric,Q11_Estimated_5Yr_Food_Bill_Increase,Q12_Most_Dramatic_Increased_Food_Item,Q13_Monthly_Transport_Spend,Q14_Fuel_Prices_Impact_Scale_1_5,Q15_Primary_Transportation_Mode,Q16_Paid_Transport_Trips_Per_Week,Q17_Estimated_5Yr_Transport_Fare_Increase_Percent,Q18_Times_Moved_Due_To_Rent,Q19_Power_Cuts_Extra_Spend,Q20_Percentage_Income_To_Rent,Q21_Monthly_Rent_XAF_Numeric,Q22_Monthly_Utilities_Combined_XAF_Numeric,Q23_Rent_Increased_Last_2_Years,Q24_Skipped_Medical_Treatment_Cost,Q25_Schooling_Cost_Increased_Scale_1_5,Q26_Has_Health_Insurance,Q27_Average_Monthly_Healthcare_Spend_XAF_Numeric,Q28_School_Fees_Per_Child_XAF_Numeric,Q29_Highest_Burden_Expenditure_Category,Q30_Expect_Cost_Of_Living_Increase_5Yrs,Q31_Taken_Measures_To_Cope,Q32_Primary_Contributor_To_Cost_Of_Living,Q33_Year_Noticeable_Impact
RESP_0071,Employed,Undergraduate,26-35,Kribi,"200,001-500,000",5,Never,20-40%,No,159562,"15001-30,000",Plantains / Cassava,"Below 10,000",4,Bike,14,26%-50%,More than twice,"Yes, frequently",Less than 20%,0,17516,I own my home,"Yes, once",5,No,21279,75000,Rent,Definitely no,Reduced spending; Taking a second job,Government policies,Before 2018
RESP_0072,Unemployment,Postgraduate,36-45,Maroua,"100,001-200,000",3,Never,more than 60%,"Yes, only quality",77767,"Less than 5,000",Rice,"20,001-30,000",4,Bike,4,10-25%,More than twice,Rarely,More than 50%,52413,19790,No,No,3,No,7883,0,Food,Probably no,Borrowed money,Government policies,2026
RESP_0073,Unemployment,Undergraduate,18-25,Bafoussam,"100,001-200,000",2,Never,more than 60%,"Yes, only quality",59696,"More than 30,000",Onions & Tomatoes,"20,001-30,000",5,Public bus,3,10-25%,More than twice,"Yes, frequently",36-50%,0,23051,I own my home,No,3,Yes,34545,0,Utilities,No,Reduced spending,Inflation (rising prices),2020
RESP_0074,Employed,Vocational,46-55,Douala,"200,001-500,000",6,Rarely,20-40%,No,189531,"Less than 5,000",Onions & Tomatoes,"Below 10,000",3,Public bus,7,More than 50%,More than twice,"Yes, frequently",More than 50%,75682,7890,Yes,"Yes, more than once",5,No,21407,75000,Food,Definitely no,Borrowed money,Other,2023
RESP_0075,Student,Undergraduate,18-25,Bafoussam,"Above 500,000",6,Sometimes,41-60%,"Yes, only quality",346528,"Less than 5,000",Bread,"20,001-30,000",5,Public bus,4,10-25%,Once,"Yes, occasionally",36-50%,194920,6281,I own my home,No,3,No,6411,0,Healthcare,Definitely yes,Borrowed money; Taking a second job,Inflation (rising prices),2023
RESP_0076,Student,Undergraduate,26-35,Bafoussam,"Above 500,000",4,Always,more than 60%,"Yes, only quality",284251,"15001-30,000",Fish / Meat,"20,001-30,000",3,Public bus,7,26%-50%,Once,"Yes, occasionally",Less than 20%,247698,5014,Yes,"Yes, more than once",4,Yes,33764,0,Healthcare,No,Relocated to a cheaper area,Fuel prices,2021
RESP_0077,Self-employed,Postgraduate,56 - above,Bamenda,"Below 50,000",2,Sometimes,Less than 20%,No,12581,"5,000-15,000",Rice,"20,001-30,000",3,Public bus,1,26%-50%,More than twice,"Yes, occasionally",36-50%,12504,14451,Yes,No,3,No,12569,0,Rent,Uncertain,Reduced spending; Taking a second job,Inflation (rising prices),2018
RESP_0078,Unemployment,Postgraduate,18-25,Garoua,"200,001-500,000",5,Rarely,Less than 20%,"Yes, both quantity and quality",152911,"5,000-15,000",Plantains / Cassava,"Above 30,000",4,Bike,1,10-25%,Twice,"Yes, frequently",More than 50%,83437,16459,Yes,No,4,No,13166,300000,Rent,Definitely no,Borrowed money; Reduced spending; Started a small business,Currency depreciation,2018
RESP_0079,Student,Undergraduate,26-35,Kribi,"200,001-500,000",1,Always,more than 60%,"Yes, only quality",178984,"Less than 5,000",Bread,"Above 30,000",4,Private car/bike/bicycle,0,26%-50%,Never,Rarely,20-35%,71360,18971,I own my home,"Yes, once",4,No,31150,150000,Healthcare,Probably yes,Taking a second job; Reduced spending; Relocated to a cheaper area,Other,2023
RESP_0080,Employed,Vocational,56 - above,Bamenda,"100,001-200,000",3,Rarely,20-40%,"Yes, only quantity",45437,"More than 30,000",Bread,"Above 30,000",3,Walking,6,Less than 10%,Never,"Yes, occasionally",Less than 20%,42308,17541,No,"Yes, more than once",5,No,26369,300000,Transportation,Probably no,Started a small business; Relocated to a cheaper area,Currency depreciation,2019
RESP_0081,Employed,Postgraduate,36-45,Yaoundé,"Above 500,000",8,Always,20-40%,"Yes, both quantity and quality",238223,"More than 30,000",Rice,"10,000-20,000",3,Walking,14,10-25%,More than twice,Never,20-35%,0,20526,Yes,"Yes, more than once",3,No,26705,75000,Education,Probably no,Taking a second job; Started a small business,Government policies,2025
RESP_0082,Unemployment,Other,18-25,Bafoussam,"100,001-200,000",4,Always,Less than 20%,"Yes, only quantity",59378,"5,000-15,000",Cooking oil,"20,001-30,000",5,Public bus,12,More than 50%,More than twice,Never,More than 50%,30700,24067,Yes,"Yes, more than once",4,No,5649,300000,Utilities,No,Borrowed money,Fuel prices,2018
RESP_0083,Self-employed,Other,26-35,Bamenda,"Above 500,000",7,Rarely,41-60%,"Yes, only quantity",238627,"Less than 5,000",Rice,"20,001-30,000",5,Bike,3,More than 50%,Once,Never,Less than 20%,238555,12943,Yes,"Yes, once",4,No,21191,300000,Rent,Probably no,Borrowed money; Relocated to a cheaper area; Taking a second job,Currency depreciation,2019
RESP_0084,Employed,Vocational,36-45,Garoua,"200,001-500,000",1,Always,20-40%,"Yes, only quality",131093,"Less than 5,000",Cooking oil,"Below 10,000",3,Bike,11,10-25%,More than twice,"Yes, frequently",Less than 20%,73779,16274,Yes,"Yes, more than once",4,No,9361,300000,Education,Definitely yes,Taking a second job; Reduced spending,Fuel prices,2025
RESP_0085,Student,Postgraduate,18-25,Yaoundé,"200,001-500,000",5,Always,more than 60%,"Yes, only quality",147479,"15001-30,000",Cooking oil,"10,000-20,000",3,Private car/bike/bicycle,10,Less than 10%,Never,"Yes, frequently",More than 50%,70098,5680,I own my home,"Yes, more than once",3,No,9164,35000,Transportation,No,Relocated to a cheaper area,Government policies,2020
RESP_0086,Employed,Vocational,26-35,Maroua,"50,000-100,000",7,Always,20-40%,No,23060,"5,000-15,000",Bread,"Below 10,000",4,Public bus,1,10-25%,Once,Rarely,Less than 20%,22485,21642,Yes,"Yes, once",3,Yes,20534,150000,Food,Definitely no,Reduced spending,Other,2018
RESP_0087,Student,Undergraduate,56 - above,Yaoundé,"200,001-500,000",8,Rarely,more than 60%,"Yes, only quantity",151438,"More than 30,000",Rice,"Below 10,000",4,Private car/bike/bicycle,12,26%-50%,Never,Never,20-35%,136051,9741,I own my home,No,5,No,3429,75000,Rent,Uncertain,Taking a second job,Inflation (rising prices),2023
RESP_0088,Self-employed,Other,18-25,Kribi,"200,001-500,000",4,Sometimes,20-40%,"Yes, only quantity",137233,"5,000-15,000",Onions & Tomatoes,"Below 10,000",4,Walking,4,26%-50%,Never,Never,More than 50%,96241,9369,Yes,"Yes, once",3,No,24050,75000,Education,Uncertain,Started a small business; Relocated to a cheaper area,Inflation (rising prices),2025
RESP_0089,Student,Postgraduate,56 - above,Garoua,"Above 500,000",1,Always,more than 60%,"Yes, both quantity and quality",285080,"Less than 5,000",Onions & Tomatoes,"10,000-20,000",4,Private car/bike/bicycle,5,10-25%,Twice,Rarely,20-35%,245215,17058,Yes,No,4,No,18032,150000,Utilities,Probably yes,Started a small business; Reduced spending; Borrowed money,Inflation (rising prices),2022
RESP_0090,Employed,Vocational,46-55,Maroua,"50,000-100,000",1,Never,41-60%,"Yes, both quantity and quality",34031,"Less than 5,000",Plantains / Cassava,"10,000-20,000",3,Bike,2,26%-50%,More than twice,"Yes, frequently",More than 50%,25834,7371,I own my home,No,3,Yes,25918,35000,Rent,Probably no,Reduced spending; Relocated to a cheaper area,Currency depreciation,2020
RESP_0091,Student,Undergraduate,36-45,Bafoussam,"Above 500,000",6,Never,more than 60%,No,278494,"More than 30,000",Fish / Meat,"20,001-30,000",3,Private car/bike/bicycle,5,More than 50%,Never,"Yes, frequently",20-35%,154476,6358,No,"Yes, once",3,No,4020,300000,Transportation,No,Borrowed money; Taking a second job,Fuel prices,2026
RESP_0092,Student,Postgraduate,56 - above,Yaoundé,"200,001-500,000",4,Sometimes,more than 60%,"Yes, both quantity and quality",117417,"Less than 5,000",Onions & Tomatoes,"Below 10,000",3,Bike,1,More than 50%,Twice,Rarely,Less than 20%,138921,9745,No,No,5,No,6306,75000,Utilities,Uncertain,Started a small business; Reduced spending; Borrowed money,Other,2020
RESP_0093,Student,Postgraduate,26-35,Yaoundé,"Below 50,000",1,Always,41-60%,No,20910,"15001-30,000",Fish / Meat,"10,000-20,000",3,Public bus,3,Less than 10%,Once,"Yes, frequently",Less than 20%,0,4994,I own my home,"Yes, more than once",3,Yes,5717,0,Food,No,Started a small business,Other,2018
RESP_0094,Student,Other,46-55,Kribi,"100,001-200,000",7,Never,41-60%,No,63951,"5,000-15,000",Bread,"10,000-20,000",3,Walking,8,26%-50%,Once,"Yes, occasionally",36-50%,58536,19720,No,"Yes, once",3,Yes,28802,75000,Healthcare,Probably no,Borrowed money; Relocated to a cheaper area,Inflation (rising prices),2020
RESP_0095,Student,Other,46-55,Bafoussam,"Above 500,000",2,Never,20-40%,"Yes, only quantity",334739,"Less than 5,000",Fish / Meat,"Above 30,000",4,Private car/bike/bicycle,10,26%-50%,More than twice,"Yes, occasionally",More than 50%,179088,20221,I own my home,No,3,Yes,11007,300000,Healthcare,Probably yes,Reduced spending; Relocated to a cheaper area; Started a small business,Currency depreciation,2022
RESP_0096,Employed,Other,56 - above,Buea,"Above 500,000",8,Rarely,20-40%,"Yes, both quantity and quality",338355,"15001-30,000",Plantains / Cassava,"20,001-30,000",3,Private car/bike/bicycle,6,26%-50%,Twice,Rarely,Less than 20%,194352,20437,I own my home,"Yes, once",3,No,15781,300000,Education,Uncertain,Started a small business; Taking a second job,Currency depreciation,2026
RESP_0097,Self-employed,Other,26-35,Garoua,"100,001-200,000",7,Always,41-60%,"Yes, both quantity and quality",75268,"More than 30,000",Bread,"Above 30,000",5,Private car/bike/bicycle,12,10-25%,Twice,"Yes, frequently",20-35%,36184,5396,No,"Yes, more than once",3,Yes,15320,75000,Healthcare,No,Taking a second job; Started a small business,Currency depreciation,2018
RESP_0098,Employed,Vocational,26-35,Maroua,"50,000-100,000",1,Always,20-40%,"Yes, both quantity and quality",23636,"Less than 5,000",Fish / Meat,"Below 10,000",4,Private car/bike/bicycle,5,Less than 10%,More than twice,Never,36-50%,26667,4733,Yes,No,3,Yes,4145,35000,Healthcare,Definitely yes,Relocated to a cheaper area; Taking a second job,Other,2022
RESP_0099,Student,Undergraduate,56 - above,Douala,"Below 50,000",1,Never,41-60%,"Yes, both quantity and quality",16571,"More than 30,000",Bread,"20,001-30,000",3,Walking,14,More than 50%,Never,Never,Less than 20%,10242,10765,I own my home,"Yes, once",3,No,25327,150000,Rent,Probably no,Relocated to a cheaper area; Borrowed money,Inflation (rising prices),2018
RESP_0100,Student,Vocational,56 - above,Douala,"50,000-100,000",7,Always,Less than 20%,"Yes, both quantity and quality",31582,"Less than 5,000",Onions & Tomatoes,"10,000-20,000",5,Bike,3,26%-50%,Twice,Rarely,36-50%,27538,24197,Yes,"Yes, once",4,No,3873,0,Food,Definitely yes,Reduced spending; Borrowed money; Relocated to a cheaper area,Currency depreciation,2025
RESP_0101,Employed,Postgraduate,46-55,Douala,"200,001-500,000",7,Always,20-40%,No,112930,"5,000-15,000",Rice,"Above 30,000",4,Bike,7,More than 50%,More than twice,"Yes, frequently",Less than 20%,95982,6203,I own my home,No,5,No,25631,75000,Education,Probably yes,Taking a second job,Fuel prices,Before 2018
RESP_0102,Student,Postgraduate,18-25,Garoua,"100,001-200,000",3,Sometimes,41-60%,No,79349,"More than 30,000",Cooking oil,"Below 10,000",4,Walking,6,26%-50%,More than twice,"Yes, occasionally",36-50%,57291,18618,No,No,5,Yes,12486,35000,Transportation,Uncertain,Taking a second job; Relocated to a cheaper area; Reduced spending,Fuel prices,Before 2018
RESP_0103,Employed,Other,46-55,Bafoussam,"Below 50,000",7,Never,41-60%,"Yes, only quality",16213,"Less than 5,000",Bread,"Below 10,000",3,Public bus,2,More than 50%,Twice,Never,Less than 20%,11312,10792,I own my home,"Yes, more than once",4,Yes,13048,300000,Education,Definitely yes,Reduced spending; Borrowed money; Started a small business,Government policies,2026
RESP_0104,Self-employed,Other,26-35,Bafoussam,"Above 500,000",8,Rarely,41-60%,"Yes, both quantity and quality",321765,"More than 30,000",Plantains / Cassava,"Above 30,000",4,Public bus,7,More than 50%,Twice,Rarely,Less than 20%,0,13466,No,No,3,No,20042,0,Utilities,Probably yes,Reduced spending; Relocated to a cheaper area; Borrowed money,Government policies,2019
RESP_0105,Self-employed,Undergraduate,26-35,Douala,"100,001-200,000",7,Sometimes,Less than 20%,No,53782,"Less than 5,000",Cooking oil,"Above 30,000",4,Private car/bike/bicycle,12,More than 50%,Twice,"Yes, occasionally",More than 50%,34639,19751,I own my home,"Yes, more than once",3,Yes,3009,75000,Transportation,Probably yes,Reduced spending; Borrowed money,Currency depreciation,2019
RESP_0106,Self-employed,Vocational,18-25,Maroua,"Above 500,000",7,Rarely,20-40%,"Yes, only quality",334600,"Less than 5,000",Plantains / Cassava,"Below 10,000",5,Private car/bike/bicycle,9,26%-50%,Twice,Rarely,36-50%,216414,21612,No,No,3,No,25315,75000,Transportation,Probably yes,Relocated to a cheaper area; Started a small business; Reduced spending,Government policies,2019
RESP_0107,Student,Undergraduate,18-25,Douala,"Above 500,000",7,Always,41-60%,"Yes, only quantity",284374,"5,000-15,000",Rice,"Above 30,000",3,Walking,4,Less than 10%,More than twice,"Yes, frequently",20-35%,150319,9277,I own my home,No,5,No,9344,300000,Transportation,Probably no,Relocated to a cheaper area; Started a small business; Reduced spending,Currency depreciation,2019
RESP_0108,Student,Postgraduate,46-55,Douala,"Above 500,000",5,Rarely,20-40%,"Yes, only quality",298415,"Less than 5,000",Rice,"20,001-30,000",4,Public bus,3,10-25%,Never,Never,20-35%,253089,15542,No,"Yes, more than once",4,No,11570,75000,Food,Probably yes,Started a small business; Taking a second job,Other,2025
RESP_0109,Student,Other,56 - above,Kribi,"50,000-100,000",4,Sometimes,20-40%,"Yes, both quantity and quality",34027,"5,000-15,000",Rice,"Below 10,000",5,Public bus,13,More than 50%,Twice,"Yes, frequently",20-35%,29518,23250,No,"Yes, once",4,Yes,17419,75000,Transportation,Definitely yes,Started a small business; Relocated to a cheaper area; Borrowed money,Other,2021
RESP_0110,Employed,Other,18-25,Bafoussam,"50,000-100,000",6,Always,more than 60%,No,40356,"Less than 5,000",Cooking oil,"20,001-30,000",4,Bike,10,26%-50%,Never,"Yes, frequently",20-35%,18314,15951,Yes,"Yes, more than once",4,No,5393,35000,Transportation,Uncertain,Taking a second job; Relocated to a cheaper area,Government policies,Before 2018
RESP_0111,Employed,Postgraduate,26-35,Maroua,"100,001-200,000",4,Always,more than 60%,"Yes, only quality",75127,"More than 30,000",Bread,"10,000-20,000",5,Public bus,8,26%-50%,Once,Never,36-50%,30054,23223,Yes,"Yes, once",3,No,26256,150000,Utilities,Definitely yes,Taking a second job; Started a small business,Inflation (rising prices),2024
RESP_0112,Self-employed,Postgraduate,56 - above,Garoua,"Below 50,000",8,Never,20-40%,No,21135,"More than 30,000",Fish / Meat,"Above 30,000",4,Public bus,6,10-25%,Twice,"Yes, occasionally",20-35%,14107,7608,No,No,4,No,22521,0,Healthcare,Definitely yes,Borrowed money,Currency depreciation,Before 2018
RESP_0113,Unemployment,Other,26-35,Kribi,"200,001-500,000",4,Rarely,20-40%,No,183467,"15001-30,000",Bread,"10,000-20,000",4,Private car/bike/bicycle,11,10-25%,Twice,Rarely,Less than 20%,131689,5073,Yes,"Yes, more than once",4,No,31759,35000,Food,Definitely no,Started a small business,Fuel prices,2026
RESP_0114,Unemployment,Postgraduate,56 - above,Kribi,"100,001-200,000",6,Never,20-40%,"Yes, both quantity and quality",63014,"5,000-15,000",Fish / Meat,"Below 10,000",4,Private car/bike/bicycle,10,Less than 10%,Twice,Never,Less than 20%,48989,11489,I own my home,No,4,No,3415,150000,Transportation,No,Taking a second job,Inflation (rising prices),2022
RESP_0115,Employed,Other,26-35,Garoua,"Above 500,000",7,Sometimes,41-60%,"Yes, both quantity and quality",207716,"5,000-15,000",Rice,"Below 10,000",5,Public bus,8,More than 50%,More than twice,"Yes, occasionally",More than 50%,0,9896,Yes,"Yes, more than once",4,No,25998,35000,Utilities,Probably yes,Borrowed money; Reduced spending; Relocated to a cheaper area,Government policies,2020
RESP_0116,Student,Undergraduate,36-45,Buea,"50,000-100,000",7,Always,20-40%,"Yes, only quantity",36614,"15001-30,000",Cooking oil,"Above 30,000",4,Private car/bike/bicycle,5,10-25%,Never,"Yes, frequently",More than 50%,21159,14574,I own my home,"Yes, once",5,No,11118,75000,Rent,Probably no,Taking a second job,Government policies,2023
RESP_0117,Student,Postgraduate,18-25,Bafoussam,"Below 50,000",8,Always,41-60%,"Yes, only quality",16955,"15001-30,000",Plantains / Cassava,"20,001-30,000",5,Private car/bike/bicycle,10,More than 50%,More than twice,Rarely,36-50%,11114,3847,I own my home,No,4,No,21681,150000,Transportation,Uncertain,Taking a second job; Relocated to a cheaper area; Borrowed money,Other,2023
RESP_0118,Self-employed,Other,36-45,Maroua,"Above 500,000",1,Sometimes,41-60%,No,356075,"15001-30,000",Cooking oil,"Above 30,000",4,Public bus,13,More than 50%,Never,Never,36-50%,199880,18270,I own my home,No,5,Yes,33702,300000,Education,Definitely yes,Relocated to a cheaper area; Started a small business; Taking a second job,Other,2024
RESP_0119,Unemployment,Other,26-35,Garoua,"Below 50,000",5,Always,41-60%,"Yes, only quantity",21862,"More than 30,000",Bread,"10,000-20,000",4,Walking,3,10-25%,Never,"Yes, frequently",Less than 20%,14005,19281,No,"Yes, once",5,No,26389,75000,Healthcare,Probably no,Reduced spending,Currency depreciation,2025
RESP_0120,Student,Postgraduate,46-55,Douala,"200,001-500,000",6,Never,more than 60%,No,153829,"Less than 5,000",Rice,"Below 10,000",3,Private car/bike/bicycle,3,10-25%,More than twice,Never,20-35%,109850,5952,I own my home,"Yes, more than once",4,No,33542,0,Healthcare,Definitely no,Taking a second job; Started a small business,Inflation (rising prices),2026
RESP_0121,Unemployment,Postgraduate,18-25,Buea,"100,001-200,000",8,Rarely,Less than 20%,"Yes, only quantity",76373,"Less than 5,000",Rice,"20,001-30,000",4,Private car/bike/bicycle,0,10-25%,Once,Rarely,36-50%,42826,16364,I own my home,"Yes, once",4,Yes,33822,150000,Transportation,Uncertain,Reduced spending; Borrowed money,Currency depreciation,Before 2018
RESP_0122,Student,Vocational,46-55,Douala,"50,000-100,000",3,Never,more than 60%,"Yes, both quantity and quality",40487,"More than 30,000",Bread,"Below 10,000",3,Public bus,5,10-25%,Never,"Yes, occasionally",20-35%,22833,7049,No,No,4,No,18884,35000,Healthcare,Uncertain,Relocated to a cheaper area,Inflation (rising prices),2025
RESP_0123,Unemployment,Postgraduate,36-45,Garoua,"Above 500,000",6,Always,20-40%,"Yes, only quantity",210949,"15001-30,000",Bread,"Below 10,000",5,Public bus,6,More than 50%,More than twice,"Yes, occasionally",More than 50%,149396,20214,I own my home,No,4,Yes,33365,75000,Transportation,Probably yes,Borrowed money; Started a small business; Reduced spending,Fuel prices,2023
RESP_0124,Student,Other,18-25,Buea,"Above 500,000",4,Rarely,more than 60%,"Yes, only quantity",264570,"More than 30,000",Onions & Tomatoes,"10,000-20,000",5,Bike,8,More than 50%,Once,"Yes, frequently",20-35%,216614,18137,Yes,No,4,No,20900,300000,Education,Definitely yes,Relocated to a cheaper area,Other,2023
RESP_0125,Student,Postgraduate,18-25,Buea,"50,000-100,000",8,Rarely,Less than 20%,"Yes, only quantity",26770,"15001-30,000",Onions & Tomatoes,"20,001-30,000",3,Walking,10,Less than 10%,Once,Rarely,More than 50%,0,6409,No,"Yes, more than once",5,Yes,18259,150000,Rent,Probably no,Taking a second job; Reduced spending,Other,2026
RESP_0126,Employed,Vocational,56 - above,Maroua,"100,001-200,000",1,Rarely,20-40%,No,53747,"More than 30,000",Plantains / Cassava,"20,001-30,000",5,Walking,7,Less than 10%,Once,Rarely,36-50%,36702,15874,Yes,No,4,No,28870,300000,Rent,Uncertain,Started a small business; Taking a second job,Other,2022
RESP_0127,Unemployment,Vocational,56 - above,Yaoundé,"Below 50,000",2,Always,more than 60%,"Yes, only quality",13788,"5,000-15,000",Rice,"Above 30,000",3,Private car/bike/bicycle,13,More than 50%,Twice,Rarely,36-50%,10962,16216,No,No,3,Yes,15117,35000,Utilities,Probably yes,Taking a second job,Currency depreciation,2024
